CODE,LOCATION,TYPE,RATING (MAX = 5),Address,Description,Long Description,Tags_Creation_Description,Ticket Info,image_path,open_time,close_time,coordinate,tags
,Orient Paris Landmark Tower Apartment,,4.3,Landmark 3 Vinhomes Tân Cảng Bình Thạnh Thành phố,Orient Paris Landmark Tower Apartment located at Landmark 3 Vinhomes Tân Cảng Bình Thạnh Thành phố,Orient Paris Landmark Tower Apartment is a 4-star hotel in Ho Chi Minh City. Rated 8.7/10 by 173 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Vinhomes Central Park. The most popular room is 'Landmark Center 1-Bedroom Suite (not 81 Tower)' with 1 queen bed. Great rooms|Great service,Great rooms|Great service,~₫1275000/night (approx. $51),https://ak-d.tripcdn.com/images/0201b12000dqzwwwbCDC2_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.794757, 106.720753",Great rooms|Great service
,Adventure Hotel,,4.3,"26/8 Truong Dinh Street, Ben Thanh Ward","Adventure Hotel located at 26/8 Truong Dinh Street, Ben Thanh Ward",Adventure Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.6/10 by 16 reviews. Guests praise its location near Near Pham Ngu Lao | Ben Thanh Market Area. The most popular room is 'Standard shared bathroom' with 1 queen bed. Clean and tidy|Great service,Clean and tidy|Great service,~₫475000/night (approx. $19),https://ak-d.tripcdn.com/images/1mc2e12000i9t4rrn0E76_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.772141, 106.696798",Clean and tidy|Great service
,Elios Hotel,,4.0,233 Pham Ngu Lao,Elios Hotel located at 233 Pham Ngu Lao,Elios Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.0/10 by 57 reviews. Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is 'Senior Superior Twin Room' with 2 single beds. Great location,Great location,~₫875000/night (approx. $35),https://ak-d.tripcdn.com/images/200t050000000lj0p1139_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.768178, 106.692596",Great location
,Your Homes River Gate Premium,,4.7,151 Đường Bến Vân Đồn,Your Homes River Gate Premium located at 151 Đường Bến Vân Đồn,Your Homes River Gate Premium is a 4-star hotel in Ho Chi Minh City. Rated 9.3/10 by 108 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Studio Superior' with 1 king bed. Great stay!|Great location,Great stay!|Great location,~₫900000/night (approx. $36),https://ak-d.tripcdn.com/images/0204812000c3sv39v2654_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.76198, 106.69936",Great stay!|Great location
,Luxury Condotel - Zenity Capitaland,,5.0,"608 Vo Van Kiet, Cau Kho Ward","Luxury Condotel - Zenity Capitaland located at 608 Vo Van Kiet, Cau Kho Ward",Luxury Condotel - Zenity Capitaland is a 3-star hotel in Ho Chi Minh City. Rated 10.0/10 by 1 review. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Deluxe 2 Br Riverview Condotel In Ho Chi Minh Center' with 1 king bed and 1 double bed. ,,~₫2025000/night (approx. $81),https://ak-d.tripcdn.com/images/1mc2o12000jry2an00BA6_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.756059, 106.687512",
,M Village Living Hoang Van Thu,,4.8,"197/8 Hoang Van Thu Street, Ward 8","M Village Living Hoang Van Thu located at 197/8 Hoang Van Thu Street, Ward 8",M Village Living Hoang Van Thu is a 3-star hotel in Ho Chi Minh City. Rated 9.5/10 by 96 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Superior' with 1 queen bed. Great rooms|Close to airport,Great rooms|Close to airport,~₫1100000/night (approx. $44),https://ak-d.tripcdn.com/images/1mc2t12000ioa8llm9A72_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.798951, 106.673331",Great rooms|Close to airport
,Liberty Central Saigon Centre Hotel,,4.5,179 Đ. Lê Thánh Tôn,Liberty Central Saigon Centre Hotel located at 179 Đ. Lê Thánh Tôn,Liberty Central Saigon Centre Hotel is a 4-star hotel in Ho Chi Minh City. Rated 8.9/10 by 238 reviews. Guests praise its location near Near Pham Ngu Lao | Ben Thanh Market Area. The most popular room is 'Executive Deluxe Room' with 1 queen bed or 2 single beds. Convenient location|Clean pool,Convenient location|Clean pool,~₫2925000/night (approx. $117),https://ak-d.tripcdn.com/images/0583d12000cttpabc957A_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.773683, 106.698649",Convenient location|Clean pool
,Ben Thanh Retreats Hotel,,4.5,"121/39 Le Thi Rieng street, Ben Thanh ward","Ben Thanh Retreats Hotel located at 121/39 Le Thi Rieng street, Ben Thanh ward",Ben Thanh Retreats Hotel is a 2-star hotel in Ho Chi Minh City. Rated 9.0/10 by 51 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Deluxe Room With City View' with 1 queen bed. Great service,Great service,~₫850000/night (approx. $34),https://ak-d.tripcdn.com/images/1mc0612000euyrxmmBE00_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.770246, 106.690727",Great service
,InterContinental Grand Ho Tram,,4.7,"Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram located at Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram is a 5-star hotel in Phuoc Thuan. Rated 9.3/10 by 90 reviews. Guests praise its location near Near Ho Tram Beach, Phuoc Thuan. The most popular room is 'Classic King Room - Non-Smoking' with 1 king bed. Great stay!|Great service",Great stay!|Great service,~₫2475000/night (approx. $99),https://ak-d.tripcdn.com/images/0225b120009c6vqxq46A4_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.486559, 107.454275",Great stay!|Great service
,La Truong Cong Dinh Hotel,,4.5,186 Truong Cong Dinh,La Truong Cong Dinh Hotel located at 186 Truong Cong Dinh,"La Truong Cong Dinh Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.9/10 by 11 reviews. Guests praise its location near Near Hoa Nắng Spa, 958/37 Âu cơ, phường 14, Tân Bình, Thành phố Hồ Chí Minh. The most popular room is 'Superior Double Room' with 1 queen bed. ",,~₫400000/night (approx. $16),https://ak-d.tripcdn.com/images/1mc4r12000h8dh1fr2299_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.793954, 106.640148",
,WIN hotel & Apartment,,4.6,"R4-06, Hung Gia 4 Internal Area Road/R4-06 Road No. 2, Phu My Hung Urban Area","WIN hotel & Apartment located at R4-06, Hung Gia 4 Internal Area Road/R4-06 Road No. 2, Phu My Hung Urban Area",WIN hotel & Apartment is a 3-star hotel in Ho Chi Minh City. Rated 9.2/10 by 5 reviews. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC) | Phu My Hung. The most popular room is 'Deluxe Double Room With Bathtub' with 1 queen bed. ,,~₫450000/night (approx. $18),https://ak-d.tripcdn.com/images/1z66z12000kqu49uz5F05_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.733955, 106.710072",
,S79 Hoa Huong Duong Hotel,,4.6,821 Đ. Lê Hồng Phong,S79 Hoa Huong Duong Hotel located at 821 Đ. Lê Hồng Phong,S79 Hoa Huong Duong Hotel is a 3-star hotel in Ho Chi Minh City. Rated 9.2/10 by 41 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Standard Queen Room' with 1 queen bed. Great location|Great service,Great location|Great service,~₫425000/night (approx. $17),https://ak-d.tripcdn.com/images/0582a12000cvsueo612AB_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.773154, 106.671631",Great location|Great service
,Little Brick Saigon Hotel,,4.2,18 Đ. Bùi Thị Xuân,Little Brick Saigon Hotel located at 18 Đ. Bùi Thị Xuân,Little Brick Saigon Hotel is a 2-star hotel in Ho Chi Minh City. Rated 8.3/10 by 126 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Standard Double Room with No Window Non-smoking' with 1 double bed. Great location|Great stay!,Great location|Great stay!,~₫525000/night (approx. $21),https://ak-d.tripcdn.com/images/200n11000000qy6aqF4A8_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.772352, 106.690537",Great location|Great stay!
,Paragon Saigon Hotel,,4.3,"22-24 Thi Sách, Bến Nghé","Paragon Saigon Hotel located at 22-24 Thi Sách, Bến Nghé",Paragon Saigon Hotel is a 4-star hotel in Ho Chi Minh City. Rated 8.7/10 by 209 reviews. Guests praise its location near Near Saigon Japan Town | Le Thanh Ton. The most popular room is 'Family Window Room' with 2 queen beds. Great location|Delicious breakfast,Great location|Delicious breakfast,~₫2800000/night (approx. $112),https://ak-d.tripcdn.com/images/0200t120009rl8j1367E1_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.778935, 106.704231",Great location|Delicious breakfast
,Hato Saigon Boutique Hotel & Rooftop,,4.2,"115 - 117 Ton That Dam, Ben Nghe, Dist.1","Hato Saigon Boutique Hotel & Rooftop located at 115 - 117 Ton That Dam, Ben Nghe, Dist.1",Hato Saigon Boutique Hotel & Rooftop is a 4-star hotel in Ho Chi Minh City. Rated 8.4/10 by 107 reviews. Guests praise its location near Near Saigon Japan Town | Ho Chi Minh City Centre. The most popular room is 'Executive Queen Room With View' with 1 queen bed. Great service|Great stay!,Great service|Great stay!,~₫1475000/night (approx. $59),https://ak-d.tripcdn.com/images/1mc0y12000gs5u7peF931_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.772155, 106.702711",Great service|Great stay!
,Bin Bin Hotel 8 - Near Sunrise City,,4.4,"16, 1 street, , Tan Hung, Him lam, 7 district","Bin Bin Hotel 8 - Near Sunrise City located at 16, 1 street, , Tan Hung, Him lam, 7 district",Bin Bin Hotel 8 - Near Sunrise City is a 3-star hotel in Ho Chi Minh City. Rated 8.8/10 by 17 reviews. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC). The most popular room is 'Superior Room' with 1 queen bed. Clean and tidy|Great service,Clean and tidy|Great service,~₫550000/night (approx. $22),https://ak-d.tripcdn.com/images/0201k12000afvdbakAB32_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.741398, 106.699869",Clean and tidy|Great service
,The 81 Central Condotel,,4.3,720a Dien Bien Phu Landmark,The 81 Central Condotel located at 720a Dien Bien Phu Landmark,The 81 Central Condotel is a 4-star hotel in Ho Chi Minh City. Rated 8.7/10 by 453 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Vinhomes Central Park. The most popular room is 'Deluxe 1-Bedroom Suite(Not LM81Tower)' with 1 queen bed. Great view|Classy environment,Great view|Classy environment,~₫1325000/night (approx. $53),https://ak-d.tripcdn.com/images/0206s12000cz93b9kECB9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.79511, 106.7221",Great view|Classy environment
,Sheraton Saigon Grand Opera Hotel,,4.7,"88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel located at 88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel is a 5-star hotel in Ho Chi Minh City. Rated 9.3/10 by 476 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Guest Room, 1 King Bed' with 1 king bed. Delicious breakfast|Located downtown",Delicious breakfast|Located downtown,~₫4825000/night (approx. $193),https://ak-d.tripcdn.com/images/1mc3112000icibkvj724E_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.775446, 106.703878",Delicious breakfast|Located downtown
,Express by M Village Thach Thi Thanh,,4.3,17 Thach Thi Thanh,Express by M Village Thach Thi Thanh located at 17 Thach Thi Thanh,Express by M Village Thach Thi Thanh is a 3-star hotel in Ho Chi Minh City. Rated 8.6/10 by 41 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Studio' with 1 queen bed. Great location|Great stay!,Great location|Great stay!,~₫1050000/night (approx. $42),https://ak-d.tripcdn.com/images/1mc0h12000io9xw43AEB3_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.790034, 106.693237",Great location|Great stay!
,Vinhomes Landmark Sophie House 1 Bed LP,,4.3,"208 Nguyen Huu Canh, Phuong 22","Vinhomes Landmark Sophie House 1 Bed LP located at 208 Nguyen Huu Canh, Phuong 22",Vinhomes Landmark Sophie House 1 Bed LP is a 3-star hotel in Ho Chi Minh City. Rated 8.6/10 by 19 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Vinhomes Central Park. The most popular room is 'Standard Garden view Single room' with 1 king bed. ,,~₫975000/night (approx. $39),https://ak-d.tripcdn.com/images/0203012000dq81cwf4F90_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.795544, 106.719232",
,M Village Living Cuu Long,,4.2,"44A Cuu Long Street, Ward 2","M Village Living Cuu Long located at 44A Cuu Long Street, Ward 2",M Village Living Cuu Long is a 3-star hotel in Ho Chi Minh City. Rated 8.5/10 by 111 reviews. Guests praise its location near Near Tan Son Nhat International Airport | Tan Son Nhat Airport Area. The most popular room is 'Standard Studio' with 1 queen bed. Clean and tidy|Convenient location,Clean and tidy|Convenient location,~₫825000/night (approx. $33),https://ak-d.tripcdn.com/images/1mc3312000io9mmfu66BA_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.810242, 106.667353",Clean and tidy|Convenient location
,Airport Saigon Hotel - Gan am thuc dem cho Pham Van Hai,,4.1,34 Ngô Thị Thu Minh,Airport Saigon Hotel - Gan am thuc dem cho Pham Van Hai located at 34 Ngô Thị Thu Minh,Airport Saigon Hotel - Gan am thuc dem cho Pham Van Hai is a 3-star hotel in Ho Chi Minh City. Rated 8.2/10 by 125 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Deluxe Double Room' with 1 queen bed. Great service|Clean and tidy,Great service|Clean and tidy,~₫550000/night (approx. $22),https://ak-d.tripcdn.com/images/0586i12000cyycezg5E62_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.796201, 106.66313",Great service|Clean and tidy
,JW Marriott Hotel & Suites Saigon,,4.6,"Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon located at Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon is a 5-star hotel in Ho Chi Minh City. Rated 9.2/10 by 199 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Deluxe Guest Room, 2 Twin' with 2 single beds. Great location|Great stay!",Great location|Great stay!,~₫6625000/night (approx. $265),https://ak-d.tripcdn.com/images/0223312000h04end9BCB9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.780941, 106.700568",Great location|Great stay!
,M Village Living Ly Chinh Thang,,4.7,"127 Lý Chính Thắng, Phường Võ Thị Sáu","M Village Living Ly Chinh Thang located at 127 Lý Chính Thắng, Phường Võ Thị Sáu",M Village Living Ly Chinh Thang is a 3-star hotel in Ho Chi Minh City. Rated 9.3/10 by 27 reviews. Guests praise its location near Near SAIGON POKER ROOM. The most popular room is 'One-Bedroom Apartment' with 1 queen bed. Clean and tidy|Great location,Clean and tidy|Great location,~₫800000/night (approx. $32),https://ak-d.tripcdn.com/images/0221412000a3lcl4m5509_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.786571, 106.685325",Clean and tidy|Great location
,Silk Hotel near Tan Son Nhat Airport,,4.3,54/35 Bach Dang,Silk Hotel near Tan Son Nhat Airport located at 54/35 Bach Dang,Silk Hotel near Tan Son Nhat Airport is a 3-star hotel in Ho Chi Minh City. Rated 8.7/10 by 29 reviews. Guests praise its location near Near Tan Son Nhat International Airport | Tan Son Nhat Airport Area. The most popular room is 'Deluxe Room' with 1 queen bed. Close to airport|Clean and tidy,Close to airport|Clean and tidy,~₫600000/night (approx. $24),https://ak-d.tripcdn.com/images/1mc4d12000gcclvxg6B28_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.813292, 106.671978",Close to airport|Clean and tidy
,A25 Hotel - 65G Nguyen Thai Hoc,,4.3,"65G Nguyen Thai Hoc, Cau Ong Lanh","A25 Hotel - 65G Nguyen Thai Hoc located at 65G Nguyen Thai Hoc, Cau Ong Lanh",A25 Hotel - 65G Nguyen Thai Hoc is a 3-star hotel in Ho Chi Minh City. Rated 8.7/10 by 24 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Standard Double Room' with 1 queen bed. Great location|Great value for money,Great location|Great value for money,~₫625000/night (approx. $25),https://ak-d.tripcdn.com/images/1mc4212000nx26o252BF4_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.766428, 106.696052",Great location|Great value for money
,Bin Bin Hotel 14 - Near Vstar School D7,,4.8,"No 15 Đ. Street 6, Tan Hung","Bin Bin Hotel 14 - Near Vstar School D7 located at No 15 Đ. Street 6, Tan Hung",Bin Bin Hotel 14 - Near Vstar School D7 is a 2-star hotel in Ho Chi Minh City. Rated 9.7/10 by 3 reviews. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC). The most popular room is 'Standard Room' with 1 queen bed. ,,~₫525000/night (approx. $21),https://ak-d.tripcdn.com/images/1mc4312000fmb0nknD229_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.742556, 106.699453",
,Your Homes River Gate Premium,,4.7,151 Đường Bến Vân Đồn,Your Homes River Gate Premium located at 151 Đường Bến Vân Đồn,Your Homes River Gate Premium is a 4-star hotel in Ho Chi Minh City. Rated 9.3/10 by 108 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Studio Superior' with 1 king bed. Great stay!|Great location,Great stay!|Great location,~₫900000/night (approx. $36),https://ak-d.tripcdn.com/images/0204812000c3sv39v2654_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.76198, 106.69936",Great stay!|Great location
,RichLane Residences,,4.6,"1056A Nguyen Van Linh Boulevard, Tan","RichLane Residences located at 1056A Nguyen Van Linh Boulevard, Tan",RichLane Residences is a 5-star hotel in Ho Chi Minh City. Rated 9.2/10 by 199 reviews. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC) | Phu My Hung. The most popular room is 'One Bedroom Deluxe' with 1 queen bed. Great stay!|Great rooms,Great stay!|Great rooms,~₫2400000/night (approx. $96),https://ak-d.tripcdn.com/images/0205z12000cdde9fq879F_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.73028, 106.70455",Great stay!|Great rooms
,Nexus Nguyen Binh Khiem,,4.5,111 Nguyen Binh Khiem,Nexus Nguyen Binh Khiem located at 111 Nguyen Binh Khiem,Nexus Nguyen Binh Khiem is a 3-star hotel in Ho Chi Minh City. Rated 9.1/10 by 1 review. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Superior Double Room' with 1 queen bed. ,,~₫1000000/night (approx. $40),https://ak-d.tripcdn.com/images/1mc6k12000f9n012b6840_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.791622, 106.7",
,A25 Hotel - 14 Luong Huu Khanh,,4.3,14 Lương Hữu Khánh,A25 Hotel - 14 Luong Huu Khanh located at 14 Lương Hữu Khánh,A25 Hotel - 14 Luong Huu Khanh is a 2-star hotel in Ho Chi Minh City. Rated 8.7/10 by 47 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Superior Double' with 1 queen bed. Great stay!|Clean and tidy,Great stay!|Clean and tidy,~₫825000/night (approx. $33),https://ak-d.tripcdn.com/images/1mc2t12000d8juf83B8EA_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.769913, 106.686392",Great stay!|Clean and tidy
,Stay Thao Dien I,,4.8,"11  1St, Thao Dien","Stay Thao Dien I located at 11  1St, Thao Dien",Stay Thao Dien I is a 3-star hotel in Ho Chi Minh City. Rated 9.7/10 by . Guests praise its location near Near The Saigon International University | Thao Dien. The most popular room is 'Standard King Room' with 1 king bed. ,,~₫650000/night (approx. $26),https://ak-d.tripcdn.com/images/1mc4g12000mglyivq9A63_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.808613, 106.733699",
